pair_id,audio_a,audio_b,same_speaker,confidence_1_3,notes,annotator_id
SP210,dataset/ComParE2017_Cold_4students/wav/devel_0842.wav,dataset/ComParE2017_Cold_4students/wav/devel_1733.wav,,,,
SP211,dataset/ComParE2017_Cold_4students/wav/test_5038.wav,dataset/ComParE2017_Cold_4students/wav/test_4809.wav,,,,
SP212,dataset/ComParE2017_Cold_4students/wav/devel_2382.wav,dataset/ComParE2017_Cold_4students/wav/devel_0030.wav,,,,
SP213,dataset/ComParE2017_Cold_4students/wav/test_9328.wav,dataset/ComParE2017_Cold_4students/wav/test_3730.wav,,,,
SP214,dataset/ComParE2017_Cold_4students/wav/train_0331.wav,dataset/ComParE2017_Cold_4students/wav/train_6311.wav,,,,
SP215,dataset/ComParE2017_Cold_4students/wav/train_1223.wav,dataset/ComParE2017_Cold_4students/wav/train_2501.wav,,,,
SP216,dataset/ComParE2017_Cold_4students/wav/devel_5711.wav,dataset/ComParE2017_Cold_4students/wav/devel_5362.wav,,,,
SP217,dataset/ComParE2017_Cold_4students/wav/devel_0078.wav,dataset/ComParE2017_Cold_4students/wav/devel_9386.wav,,,,
SP218,dataset/ComParE2017_Cold_4students/wav/train_2712.wav,dataset/ComParE2017_Cold_4students/wav/train_7983.wav,,,,
SP219,dataset/ComParE2017_Cold_4students/wav/train_3479.wav,dataset/ComParE2017_Cold_4students/wav/train_3923.wav,,,,
SP220,dataset/ComParE2017_Cold_4students/wav/devel_5395.wav,dataset/ComParE2017_Cold_4students/wav/devel_0252.wav,,,,
SP221,dataset/ComParE2017_Cold_4students/wav/test_8008.wav,dataset/ComParE2017_Cold_4students/wav/test_3397.wav,,,,
SP222,dataset/ComParE2017_Cold_4students/wav/devel_9284.wav,dataset/ComParE2017_Cold_4students/wav/devel_0812.wav,,,,
SP223,dataset/ComParE2017_Cold_4students/wav/test_6052.wav,dataset/ComParE2017_Cold_4students/wav/test_7422.wav,,,,
SP224,dataset/ComParE2017_Cold_4students/wav/devel_5718.wav,dataset/ComParE2017_Cold_4students/wav/devel_1252.wav,,,,
SP225,dataset/ComParE2017_Cold_4students/wav/train_4600.wav,dataset/ComParE2017_Cold_4students/wav/train_9110.wav,,,,
SP226,dataset/ComParE2017_Cold_4students/wav/train_2217.wav,dataset/ComParE2017_Cold_4students/wav/train_5821.wav,,,,
SP227,dataset/ComParE2017_Cold_4students/wav/test_3637.wav,dataset/ComParE2017_Cold_4students/wav/test_0022.wav,,,,
SP228,dataset/ComParE2017_Cold_4students/wav/train_7936.wav,dataset/ComParE2017_Cold_4students/wav/train_1858.wav,,,,
SP229,dataset/ComParE2017_Cold_4students/wav/train_0795.wav,dataset/ComParE2017_Cold_4students/wav/train_0033.wav,,,,
SP230,dataset/ComParE2017_Cold_4students/wav/devel_6541.wav,dataset/ComParE2017_Cold_4students/wav/devel_0659.wav,,,,
SP231,dataset/ComParE2017_Cold_4students/wav/train_8994.wav,dataset/ComParE2017_Cold_4students/wav/train_6834.wav,,,,
SP232,dataset/ComParE2017_Cold_4students/wav/train_3139.wav,dataset/ComParE2017_Cold_4students/wav/train_6014.wav,,,,
SP233,dataset/ComParE2017_Cold_4students/wav/devel_0624.wav,dataset/ComParE2017_Cold_4students/wav/devel_8853.wav,,,,
SP234,dataset/ComParE2017_Cold_4students/wav/train_0814.wav,dataset/ComParE2017_Cold_4students/wav/train_1883.wav,,,,
SP235,dataset/ComParE2017_Cold_4students/wav/devel_6941.wav,dataset/ComParE2017_Cold_4students/wav/devel_6294.wav,,,,
SP236,dataset/ComParE2017_Cold_4students/wav/devel_6791.wav,dataset/ComParE2017_Cold_4students/wav/devel_3250.wav,,,,
SP237,dataset/ComParE2017_Cold_4students/wav/test_6244.wav,dataset/ComParE2017_Cold_4students/wav/test_2685.wav,,,,
SP238,dataset/ComParE2017_Cold_4students/wav/devel_5851.wav,dataset/ComParE2017_Cold_4students/wav/devel_0157.wav,,,,
SP239,dataset/ComParE2017_Cold_4students/wav/test_0956.wav,dataset/ComParE2017_Cold_4students/wav/test_1146.wav,,,,
SP240,dataset/ComParE2017_Cold_4students/wav/devel_4813.wav,dataset/ComParE2017_Cold_4students/wav/devel_6539.wav,,,,
SP241,dataset/ComParE2017_Cold_4students/wav/train_6570.wav,dataset/ComParE2017_Cold_4students/wav/train_1057.wav,,,,
SP242,dataset/ComParE2017_Cold_4students/wav/devel_2503.wav,dataset/ComParE2017_Cold_4students/wav/devel_6311.wav,,,,
SP243,dataset/ComParE2017_Cold_4students/wav/test_0955.wav,dataset/ComParE2017_Cold_4students/wav/test_3402.wav,,,,
SP244,dataset/ComParE2017_Cold_4students/wav/devel_1019.wav,dataset/ComParE2017_Cold_4students/wav/devel_3774.wav,,,,
SP245,dataset/ComParE2017_Cold_4students/wav/devel_8215.wav,dataset/ComParE2017_Cold_4students/wav/devel_0235.wav,,,,
SP246,dataset/ComParE2017_Cold_4students/wav/devel_7686.wav,dataset/ComParE2017_Cold_4students/wav/devel_4880.wav,,,,
SP247,dataset/ComParE2017_Cold_4students/wav/train_3179.wav,dataset/ComParE2017_Cold_4students/wav/train_2080.wav,,,,
SP248,dataset/ComParE2017_Cold_4students/wav/devel_8124.wav,dataset/ComParE2017_Cold_4students/wav/devel_1422.wav,,,,
SP249,dataset/ComParE2017_Cold_4students/wav/train_6989.wav,dataset/ComParE2017_Cold_4students/wav/train_1988.wav,,,,
SP250,dataset/ComParE2017_Cold_4students/wav/train_8074.wav,dataset/ComParE2017_Cold_4students/wav/train_8570.wav,,,,
SP251,dataset/ComParE2017_Cold_4students/wav/test_4317.wav,dataset/ComParE2017_Cold_4students/wav/test_6812.wav,,,,
SP252,dataset/ComParE2017_Cold_4students/wav/train_3344.wav,dataset/ComParE2017_Cold_4students/wav/train_0606.wav,,,,
SP253,dataset/ComParE2017_Cold_4students/wav/test_8238.wav,dataset/ComParE2017_Cold_4students/wav/test_6036.wav,,,,
SP254,dataset/ComParE2017_Cold_4students/wav/train_7976.wav,dataset/ComParE2017_Cold_4students/wav/train_7856.wav,,,,
SP255,dataset/ComParE2017_Cold_4students/wav/train_0623.wav,dataset/ComParE2017_Cold_4students/wav/train_8165.wav,,,,
SP256,dataset/ComParE2017_Cold_4students/wav/test_3734.wav,dataset/ComParE2017_Cold_4students/wav/test_6318.wav,,,,
SP257,dataset/ComParE2017_Cold_4students/wav/train_3097.wav,dataset/ComParE2017_Cold_4students/wav/train_0783.wav,,,,
SP258,dataset/ComParE2017_Cold_4students/wav/test_6741.wav,dataset/ComParE2017_Cold_4students/wav/test_4381.wav,,,,
SP259,dataset/ComParE2017_Cold_4students/wav/devel_4499.wav,dataset/ComParE2017_Cold_4students/wav/devel_8257.wav,,,,
SP260,dataset/ComParE2017_Cold_4students/wav/test_9157.wav,dataset/ComParE2017_Cold_4students/wav/test_2691.wav,,,,
SP261,dataset/ComParE2017_Cold_4students/wav/devel_6156.wav,dataset/ComParE2017_Cold_4students/wav/devel_4773.wav,,,,
SP262,dataset/ComParE2017_Cold_4students/wav/devel_4057.wav,dataset/ComParE2017_Cold_4students/wav/devel_1802.wav,,,,
SP263,dataset/ComParE2017_Cold_4students/wav/train_6479.wav,dataset/ComParE2017_Cold_4students/wav/train_4366.wav,,,,
SP264,dataset/ComParE2017_Cold_4students/wav/test_3542.wav,dataset/ComParE2017_Cold_4students/wav/test_0544.wav,,,,
SP265,dataset/ComParE2017_Cold_4students/wav/devel_4110.wav,dataset/ComParE2017_Cold_4students/wav/devel_4412.wav,,,,
SP266,dataset/ComParE2017_Cold_4students/wav/test_0004.wav,dataset/ComParE2017_Cold_4students/wav/test_6180.wav,,,,
SP267,dataset/ComParE2017_Cold_4students/wav/train_4049.wav,dataset/ComParE2017_Cold_4students/wav/train_1373.wav,,,,
SP268,dataset/ComParE2017_Cold_4students/wav/test_8094.wav,dataset/ComParE2017_Cold_4students/wav/test_5172.wav,,,,
SP269,dataset/ComParE2017_Cold_4students/wav/train_8010.wav,dataset/ComParE2017_Cold_4students/wav/train_6762.wav,,,,
SP270,dataset/ComParE2017_Cold_4students/wav/devel_1842.wav,dataset/ComParE2017_Cold_4students/wav/devel_9093.wav,,,,
SP271,dataset/ComParE2017_Cold_4students/wav/devel_5176.wav,dataset/ComParE2017_Cold_4students/wav/devel_1092.wav,,,,
SP272,dataset/ComParE2017_Cold_4students/wav/test_2571.wav,dataset/ComParE2017_Cold_4students/wav/test_3791.wav,,,,
SP273,dataset/ComParE2017_Cold_4students/wav/devel_7883.wav,dataset/ComParE2017_Cold_4students/wav/devel_5139.wav,,,,
SP274,dataset/ComParE2017_Cold_4students/wav/test_4029.wav,dataset/ComParE2017_Cold_4students/wav/test_0123.wav,,,,
SP275,dataset/ComParE2017_Cold_4students/wav/test_3516.wav,dataset/ComParE2017_Cold_4students/wav/test_2252.wav,,,,
SP276,dataset/ComParE2017_Cold_4students/wav/devel_7357.wav,dataset/ComParE2017_Cold_4students/wav/devel_0255.wav,,,,
SP277,dataset/ComParE2017_Cold_4students/wav/train_8160.wav,dataset/ComParE2017_Cold_4students/wav/train_2896.wav,,,,
SP278,dataset/ComParE2017_Cold_4students/wav/test_8922.wav,dataset/ComParE2017_Cold_4students/wav/test_1660.wav,,,,
SP279,dataset/ComParE2017_Cold_4students/wav/test_7351.wav,dataset/ComParE2017_Cold_4students/wav/test_3683.wav,,,,
SP280,dataset/ComParE2017_Cold_4students/wav/test_2577.wav,dataset/ComParE2017_Cold_4students/wav/test_7765.wav,,,,
SP281,dataset/ComParE2017_Cold_4students/wav/devel_1035.wav,dataset/ComParE2017_Cold_4students/wav/devel_2883.wav,,,,
SP282,dataset/ComParE2017_Cold_4students/wav/devel_1742.wav,dataset/ComParE2017_Cold_4students/wav/devel_6572.wav,,,,
SP283,dataset/ComParE2017_Cold_4students/wav/test_7302.wav,dataset/ComParE2017_Cold_4students/wav/test_3277.wav,,,,
SP284,dataset/ComParE2017_Cold_4students/wav/devel_1158.wav,dataset/ComParE2017_Cold_4students/wav/devel_6682.wav,,,,
SP285,dataset/ComParE2017_Cold_4students/wav/devel_1723.wav,dataset/ComParE2017_Cold_4students/wav/devel_5672.wav,,,,
SP286,dataset/ComParE2017_Cold_4students/wav/test_3428.wav,dataset/ComParE2017_Cold_4students/wav/test_5898.wav,,,,
SP287,dataset/ComParE2017_Cold_4students/wav/devel_3191.wav,dataset/ComParE2017_Cold_4students/wav/devel_7906.wav,,,,
SP288,dataset/ComParE2017_Cold_4students/wav/devel_4170.wav,dataset/ComParE2017_Cold_4students/wav/devel_6073.wav,,,,
SP289,dataset/ComParE2017_Cold_4students/wav/devel_6764.wav,dataset/ComParE2017_Cold_4students/wav/devel_4950.wav,,,,
SP290,dataset/ComParE2017_Cold_4students/wav/train_9274.wav,dataset/ComParE2017_Cold_4students/wav/train_5357.wav,,,,
SP291,dataset/ComParE2017_Cold_4students/wav/train_1395.wav,dataset/ComParE2017_Cold_4students/wav/train_7090.wav,,,,
SP292,dataset/ComParE2017_Cold_4students/wav/devel_1170.wav,dataset/ComParE2017_Cold_4students/wav/devel_4844.wav,,,,
SP293,dataset/ComParE2017_Cold_4students/wav/test_3496.wav,dataset/ComParE2017_Cold_4students/wav/test_7804.wav,,,,
SP294,dataset/ComParE2017_Cold_4students/wav/devel_8288.wav,dataset/ComParE2017_Cold_4students/wav/devel_6994.wav,,,,
SP295,dataset/ComParE2017_Cold_4students/wav/test_0017.wav,dataset/ComParE2017_Cold_4students/wav/test_6156.wav,,,,
SP296,dataset/ComParE2017_Cold_4students/wav/devel_2744.wav,dataset/ComParE2017_Cold_4students/wav/devel_5231.wav,,,,
SP297,dataset/ComParE2017_Cold_4students/wav/train_2318.wav,dataset/ComParE2017_Cold_4students/wav/train_2050.wav,,,,
SP298,dataset/ComParE2017_Cold_4students/wav/test_8122.wav,dataset/ComParE2017_Cold_4students/wav/test_0659.wav,,,,
SP299,dataset/ComParE2017_Cold_4students/wav/devel_3601.wav,dataset/ComParE2017_Cold_4students/wav/devel_0554.wav,,,,
SP300,dataset/ComParE2017_Cold_4students/wav/test_0527.wav,dataset/ComParE2017_Cold_4students/wav/test_9213.wav,,,,
